# Datetime (UTC)	T (°C)	P (hPa)	Humidity (%)
2020-01-01T00:00:00	-4.7	1000.2	77.2
2020-01-01T00:10:00	-4.3	1000.2	76.0
2020-01-01T00:20:00	-4.2	1000.1	76.3
2020-01-01T00:30:00	-4.2	1000.0	77.1
2020-01-01T00:40:00	-4.2	1000.1	77.5
2020-01-01T00:50:00	-4.1	1000.1	77.8
2020-01-01T01:00:00	-4.1	1000.1	78.2
2020-01-01T01:10:00	-4.2	999.9	78.8
2020-01-01T01:20:00	-4.2	999.9	80.0
2020-01-01T01:30:00	-4.2	999.8	80.4
2020-01-01T01:40:00	-4.3	999.8	81.6
2020-01-01T01:50:00	-4.3	999.8	82.4
2020-01-01T02:00:00	-4.3	999.8	82.9
2020-01-01T02:10:00	-4.2	999.8	83.2
2020-01-01T02:20:00	-4.1	999.8	83.5
2020-01-01T02:30:00	-4.0	999.8	83.7
2020-01-01T02:40:00	-4.0	999.9	83.7
2020-01-01T02:50:00	-3.9	999.8	83.9
2020-01-01T03:00:00	-4.0	999.8	84.3
2020-01-01T03:10:00	-4.0	999.8	84.7
2020-01-01T03:20:00	-4.0	999.7	84.7
2020-01-01T03:30:00	-4.0	999.7	85.2
2020-01-01T03:40:00	-3.9	999.8	85.4
2020-01-01T03:50:00	-3.9	999.8	85.8
2020-01-01T04:00:00	-3.9	999.7	85.9
2020-01-01T04:10:00	-3.9	999.7	86.4
2020-01-01T04:20:00	-3.8	999.6	86.8
2020-01-01T04:30:00	-3.7	999.7	86.9
2020-01-01T04:40:00	-3.8	999.4	87.1
2020-01-01T04:50:00	-3.8	999.5	87.3
2020-01-01T05:00:00	-4.1	999.5	87.6
2020-01-01T05:10:00	-4.5	999.5	88.1
2020-01-01T05:20:00	-4.2	999.5	88.9
2020-01-01T05:30:00	-3.7	999.4	89.3
2020-01-01T05:40:00	-3.4	999.4	89.0
2020-01-01T05:50:00	-3.1	999.4	88.5
2020-01-01T06:00:00	-2.8	999.4	88.3
2020-01-01T06:10:00	-2.6	999.4	88.0
2020-01-01T06:20:00	-2.3	999.4	88.0
2020-01-01T06:30:00	-2.1	999.5	87.5
2020-01-01T06:40:00	-1.9	999.4	86.7
2020-01-01T06:50:00	-1.9	999.3	86.4
2020-01-01T07:00:00	-1.8	999.4	86.7
2020-01-01T07:10:00	-1.8	999.3	86.6
2020-01-01T07:20:00	-1.8	999.3	86.6
2020-01-01T07:30:00	-1.8	999.3	86.8
2020-01-01T07:40:00	-1.8	999.5	86.9
2020-01-01T07:50:00	-1.7	999.7	86.7
2020-01-01T08:00:00	-1.8	999.9	86.8
2020-01-01T08:10:00	-1.7	999.9	87.0
2020-01-01T08:20:00	-1.7	1000.1	87.3
2020-01-01T08:30:00	-1.6	1000.1	87.3
2020-01-01T08:40:00	-1.5	999.9	87.1
2020-01-01T08:50:00	-1.4	999.9	86.7
2020-01-01T09:00:00	-1.3	999.9	86.3
2020-01-01T09:10:00	-1.2	999.8	86.2
2020-01-01T09:20:00	-1.1	999.6	86.0
2020-01-01T09:30:00	-1.1	999.5	85.7
2020-01-01T09:40:00	-1.0	999.4	85.7
2020-01-01T09:50:00	-0.9	999.4	85.7
2020-01-01T10:00:00	-0.7	999.4	85.3
2020-01-01T10:10:00	-0.6	999.4	85.2
2020-01-01T10:20:00	-0.5	999.3	84.9
2020-01-01T10:30:00	-0.5	999.1	84.5
2020-01-01T10:40:00	-0.4	999.0	84.6
2020-01-01T10:50:00	-0.3	999.0	84.2
2020-01-01T11:00:00	-0.3	998.7	84.2
2020-01-01T11:10:00	-0.3	998.7	84.4
2020-01-01T11:20:00	-0.2	998.7	84.6
2020-01-01T11:30:00	-0.2	998.6	84.2
2020-01-01T11:40:00	-0.1	998.6	84.3
2020-01-01T11:50:00	-0.1	998.5	84.8
2020-01-01T12:00:00	-0.1	998.5	84.7
2020-01-01T12:10:00	0.0	998.3	84.6
2020-01-01T12:20:00	0.0	998.1	84.5
2020-01-01T12:30:00	0.0	997.9	85.4
2020-01-01T12:40:00	-0.1	997.8	86.7
2020-01-01T12:50:00	-0.1	997.8	87.8
2020-01-01T13:00:00	-0.1	997.7	88.5
2020-01-01T13:10:00	-0.1	997.4	88.9
2020-01-01T13:20:00	0.0	997.4	89.2
2020-01-01T13:30:00	0.0	997.1	89.4
2020-01-01T13:40:00	0.0	997.2	89.4
2020-01-01T13:50:00	0.1	997.1	89.4
2020-01-01T14:00:00	0.2	997.0	89.5
2020-01-01T14:10:00	0.2	997.0	89.7
2020-01-01T14:20:00	0.3	997.0	89.9
2020-01-01T14:30:00	0.3	996.9	90.1
2020-01-01T14:40:00	0.4	996.9	90.2
2020-01-01T14:50:00	0.4	996.7	90.1
2020-01-01T15:00:00	0.4	996.6	90.3
2020-01-01T15:10:00	0.5	996.6	90.4
2020-01-01T15:20:00	0.6	996.4	90.5
2020-01-01T15:30:00	0.6	996.2	90.5
2020-01-01T15:40:00	0.8	996.2	90.6
2020-01-01T15:50:00	0.8	996.3	90.6
2020-01-01T16:00:00	1.0	996.2	90.7
2020-01-01T16:10:00	1.2	996.1	90.8
2020-01-01T16:20:00	1.4	995.8	90.9
2020-01-01T16:30:00	1.5	995.8	91.0
2020-01-01T16:40:00	1.7	995.8	91.0
2020-01-01T16:50:00	1.9	995.7	91.0
2020-01-01T17:00:00	2.0	995.7	90.9
2020-01-01T17:10:00	2.0	995.6	90.8
2020-01-01T17:20:00	2.0	995.4	90.7
2020-01-01T17:30:00	2.0	995.4	90.7
2020-01-01T17:40:00	2.0	995.4	90.7
2020-01-01T17:50:00	1.9	995.5	90.6
2020-01-01T18:00:00	1.9	995.4	90.5
2020-01-01T18:10:00	1.9	995.4	90.4
2020-01-01T18:20:00	1.8	995.0	90.4
2020-01-01T18:30:00	1.8	994.8	90.4
2020-01-01T18:40:00	1.8	995.1	90.5
2020-01-01T18:50:00	1.8	995.4	90.6
2020-01-01T19:00:00	1.8	995.4	90.5
2020-01-01T19:10:00	1.8	995.0	90.4
2020-01-01T19:20:00	1.7	994.7	90.3
2020-01-01T19:30:00	1.7	994.5	90.2
2020-01-01T19:40:00	1.7	994.3	90.1
2020-01-01T19:50:00	1.7	994.3	90.1
2020-01-01T20:00:00	1.7	994.2	90.0
2020-01-01T20:10:00	1.8	994.3	89.9
2020-01-01T20:20:00	1.9	994.4	89.6
2020-01-01T20:30:00	1.9	994.4	89.4
2020-01-01T20:40:00	1.9	994.2	89.3
2020-01-01T20:50:00	2.0	994.5	89.1
2020-01-01T21:00:00	1.9	994.4	88.8
2020-01-01T21:10:00	2.0	994.2	88.8
2020-01-01T21:20:00	1.9	994.2	88.7
2020-01-01T21:30:00	1.9	993.9	88.8
2020-01-01T21:40:00	1.8	993.8	88.7
2020-01-01T21:50:00	1.7	993.9	88.5
2020-01-01T22:00:00	1.7	993.8	88.5
2020-01-01T22:10:00	1.7	993.5	88.6
2020-01-01T22:20:00	1.7	993.7	88.7
2020-01-01T22:30:00	1.7	993.8	88.5
2020-01-01T22:40:00	1.7	993.4	88.1
2020-01-01T22:50:00	1.7	993.5	87.8
2020-01-01T23:00:00	1.8	993.5	87.6
2020-01-01T23:10:00	1.7	993.4	87.7
2020-01-01T23:20:00	1.8	993.3	87.3
2020-01-01T23:30:00	1.8	993.0	87.4
2020-01-01T23:40:00	2.0	993.0	86.8
2020-01-01T23:50:00	2.0	992.9	86.9
2020-01-02T00:00:00	2.0	993.1	87.2
2020-01-02T00:10:00	2.1	992.9	86.8
2020-01-02T00:20:00	2.0	992.9	87.3
2020-01-02T00:30:00	2.2	992.6	86.8
2020-01-02T00:40:00	2.3	992.7	86.4
2020-01-02T00:50:00	2.3	992.6	85.6
2020-01-02T01:00:00	2.4	992.9	84.6
2020-01-02T01:10:00	2.5	992.6	83.4
2020-01-02T01:20:00	2.3	992.6	84.5
2020-01-02T01:30:00	2.2	992.3	85.6
2020-01-02T01:40:00	2.1	992.2	86.7
2020-01-02T01:50:00	2.0	992.2	87.3
2020-01-02T02:00:00	2.1	992.2	87.9
2020-01-02T02:10:00	2.2	992.2	87.7
2020-01-02T02:20:00	2.1	992.2	88.2
2020-01-02T02:30:00	2.1	991.8	88.6
2020-01-02T02:40:00	2.2	991.8	88.7
2020-01-02T02:50:00	2.2	991.8	88.7
2020-01-02T03:00:00	2.2	991.8	88.8
2020-01-02T03:10:00	2.2	992.1	88.7
2020-01-02T03:20:00	2.1	992.1	88.8
2020-01-02T03:30:00	2.0	991.9	89.2
2020-01-02T03:40:00	1.9	992.1	89.3
2020-01-02T03:50:00	1.9	992.2	89.4
2020-01-02T04:00:00	2.0	992.2	88.9
2020-01-02T04:10:00	1.8	992.3	88.7
2020-01-02T04:20:00	1.7	992.2	88.6
2020-01-02T04:30:00	1.7	992.4	88.1
2020-01-02T04:40:00	1.9	992.5	86.7
2020-01-02T04:50:00	1.7	992.5	86.5
2020-01-02T05:00:00	1.8	992.5	86.7
2020-01-02T05:10:00	1.5	992.5	87.0
2020-01-02T05:20:00	1.4	992.6	87.7
2020-01-02T05:30:00	1.4	992.7	87.8
2020-01-02T05:40:00	1.4	992.6	87.4
2020-01-02T05:50:00	1.3	992.7	87.5
2020-01-02T06:00:00	1.3	992.9	87.9
2020-01-02T06:10:00	1.4	992.9	87.5
2020-01-02T06:20:00	1.2	992.9	87.8
2020-01-02T06:30:00	1.1	993.1	87.8
2020-01-02T06:40:00	1.1	993.0	88.1
2020-01-02T06:50:00	1.3	993.1	87.7
2020-01-02T07:00:00	1.2	993.2	87.2
2020-01-02T07:10:00	1.1	993.2	87.5
2020-01-02T07:20:00	1.1	993.4	87.5
2020-01-02T07:30:00	1.2	993.4	87.1
2020-01-02T07:40:00	1.3	993.7	86.6
2020-01-02T07:50:00	1.2	993.8	87.0
2020-01-02T08:00:00	1.3	993.8	86.4
2020-01-02T08:10:00	1.3	994.1	86.4
2020-01-02T08:20:00	1.4	994.2	86.4
2020-01-02T08:30:00	1.5	994.2	86.0
2020-01-02T08:40:00	1.6	994.2	85.4
2020-01-02T08:50:00	1.7	994.3	85.2
2020-01-02T09:00:00	1.8	994.3	85.0
2020-01-02T09:10:00	2.0	994.2	84.7
2020-01-02T09:20:00	2.1	994.2	84.1
2020-01-02T09:30:00	2.1	994.2	83.0
2020-01-02T09:40:00	2.0	994.2	83.4
2020-01-02T09:50:00	2.2	994.2	83.5
2020-01-02T10:00:00	2.2	994.2	83.3
2020-01-02T10:10:00	2.2	994.1	83.5
2020-01-02T10:20:00	2.1	994.2	84.0
2020-01-02T10:30:00	2.1	994.5	84.2
2020-01-02T10:40:00	2.0	994.6	84.6
2020-01-02T10:50:00	2.1	994.6	84.5
2020-01-02T11:00:00	2.2	994.5	84.4
2020-01-02T11:10:00	2.2	994.3	84.3
2020-01-02T11:20:00	2.4	994.3	84.0
2020-01-02T11:30:00	2.5	994.6	83.4
2020-01-02T11:40:00	2.3	994.3	83.9
2020-01-02T11:50:00	2.4	994.2	83.9
2020-01-02T12:00:00	2.3	994.3	84.4
2020-01-02T12:10:00	2.4	994.4	83.9
2020-01-02T12:20:00	2.4	994.5	83.9
2020-01-02T12:30:00	2.5	994.4	84.2
2020-01-02T12:40:00	2.4	994.2	84.5
2020-01-02T12:50:00	2.2	994.3	85.1
2020-01-02T13:00:00	2.3	994.5	85.3
2020-01-02T13:10:00	2.3	994.2	85.5
2020-01-02T13:20:00	2.2	994.2	85.7
2020-01-02T13:30:00	2.3	994.1	86.0
2020-01-02T13:40:00	2.4	994.6	86.1
2020-01-02T13:50:00	2.6	995.0	85.5
2020-01-02T14:00:00	2.7	994.7	86.4
2020-01-02T14:10:00	2.9	994.7	86.5
2020-01-02T14:20:00	3.1	994.6	86.5
2020-01-02T14:30:00	3.2	995.0	86.5
2020-01-02T14:40:00	3.3	994.6	86.5
2020-01-02T14:50:00	3.6	994.5	86.6
2020-01-02T15:00:00	3.7	994.6	86.3
2020-01-02T15:10:00	3.9	994.3	86.3
2020-01-02T15:20:00	3.9	994.5	86.0
2020-01-02T15:30:00	4.0	993.8	85.6
2020-01-02T15:40:00	4.1	994.2	85.0
2020-01-02T15:50:00	4.0	994.2	85.1
2020-01-02T16:00:00	4.2	994.5	84.5
2020-01-02T16:10:00	4.1	994.6	84.7
2020-01-02T16:20:00	4.2	994.3	84.1
2020-01-02T16:30:00	4.3	994.0	83.9
2020-01-02T16:40:00	4.3	994.2	84.0
2020-01-02T16:50:00	4.2	993.9	84.1
2020-01-02T17:00:00	4.2	994.1	84.1
2020-01-02T17:10:00	4.2	994.1	84.3
2020-01-02T17:20:00	4.2	994.1	84.6
2020-01-02T17:30:00	4.2	994.1	84.6
2020-01-02T17:40:00	4.2	994.2	84.7
2020-01-02T17:50:00	4.3	994.0	84.3
2020-01-02T18:00:00	4.3	994.3	84.3
2020-01-02T18:10:00	4.4	994.2	84.0
2020-01-02T18:20:00	4.3	994.2	84.3
2020-01-02T18:30:00	4.3	994.2	84.4
2020-01-02T18:40:00	4.3	994.1	84.3
2020-01-02T18:50:00	4.4	994.1	84.1
2020-01-02T19:00:00	4.3	993.7	84.2
2020-01-02T19:10:00	4.3	993.7	84.3
2020-01-02T19:20:00	4.4	993.7	83.9
2020-01-02T19:30:00	4.4	993.7	84.0
2020-01-02T19:40:00	4.4	993.5	83.7
2020-01-02T19:50:00	4.4	993.5	83.4
2020-01-02T20:00:00	4.4	993.4	83.4
2020-01-02T20:10:00	4.4	993.5	83.4
2020-01-02T20:20:00	4.4	993.5	83.5
2020-01-02T20:30:00	4.4	993.5	83.8
2020-01-02T20:40:00	4.4	993.4	83.9
2020-01-02T20:50:00	4.3	993.5	84.2
2020-01-02T21:00:00	4.4	993.4	84.3
2020-01-02T21:10:00	4.4	993.2	84.3
2020-01-02T21:20:00	4.4	993.3	84.6
2020-01-02T21:30:00	4.4	992.9	84.3
2020-01-02T21:40:00	4.3	993.1	84.6
2020-01-02T21:50:00	4.3	992.9	84.8
2020-01-02T22:00:00	4.3	993.0	84.7
2020-01-02T22:10:00	4.2	993.0	85.0
2020-01-02T22:20:00	4.2	992.9	85.1
2020-01-02T22:30:00	4.2	992.9	85.4
2020-01-02T22:40:00	4.2	992.7	85.2
2020-01-02T22:50:00	4.3	992.6	84.9
2020-01-02T23:00:00	4.3	992.6	85.0
2020-01-02T23:10:00	4.3	992.6	84.8
2020-01-02T23:20:00	4.3	992.6	84.8
2020-01-02T23:30:00	4.3	992.4	84.8
2020-01-02T23:40:00	4.3	992.2	84.7
2020-01-02T23:50:00	4.3	992.1	84.8
2020-01-03T00:00:00	4.3	992.1	84.8
2020-01-03T00:10:00	4.3	992.0	84.9
2020-01-03T00:20:00	4.2	992.1	85.1
2020-01-03T00:30:00	4.3	992.1	85.0
2020-01-03T00:40:00	4.3	992.3	84.8
2020-01-03T00:50:00	4.3	992.0	85.0
2020-01-03T01:00:00	4.2	992.1	85.0
2020-01-03T01:10:00	4.3	992.1	84.9
2020-01-03T01:20:00	4.3	991.9	85.2
2020-01-03T01:30:00	4.2	992.0	85.6
2020-01-03T01:40:00	4.3	991.8	85.6
2020-01-03T01:50:00	4.2	992.0	85.9
2020-01-03T02:00:00	4.2	991.8	86.2
2020-01-03T02:10:00	4.2	991.8	86.1
2020-01-03T02:20:00	4.2	991.9	86.4
2020-01-03T02:30:00	4.2	991.4	86.2
2020-01-03T02:40:00	4.1	991.5	86.3
2020-01-03T02:50:00	4.1	991.6	86.4
2020-01-03T03:00:00	4.0	991.2	86.5
2020-01-03T03:10:00	4.0	991.0	86.7
2020-01-03T03:20:00	4.0	991.0	86.6
2020-01-03T03:30:00	4.0	990.6	86.7
2020-01-03T03:40:00	3.9	990.6	86.9
2020-01-03T03:50:00	3.9	990.5	86.9
2020-01-03T04:00:00	3.9	990.6	86.6
2020-01-03T04:10:00	3.8	990.1	86.4
2020-01-03T04:20:00	3.8	990.2	85.7
2020-01-03T04:30:00	3.8	990.2	85.0
2020-01-03T04:40:00	3.8	989.7	84.3
2020-01-03T04:50:00	3.9	989.9	83.6
2020-01-03T05:00:00	3.8	989.8	83.4
2020-01-03T05:10:00	3.9	990.0	83.2
2020-01-03T05:20:00	3.8	990.0	83.4
2020-01-03T05:30:00	3.8	989.8	83.5
2020-01-03T05:40:00	3.8	989.7	82.8
2020-01-03T05:50:00	3.7	989.7	82.7
2020-01-03T06:00:00	3.8	989.8	82.3
2020-01-03T06:10:00	3.8	989.7	81.7
2020-01-03T06:20:00	3.7	989.7	81.7
2020-01-03T06:30:00	3.8	989.7	80.8
2020-01-03T06:40:00	3.8	989.7	80.5
2020-01-03T06:50:00	3.7	989.4	80.5
2020-01-03T07:00:00	3.6	989.5	80.9
2020-01-03T07:10:00	3.7	989.4	80.1
2020-01-03T07:20:00	3.6	989.1	80.4
2020-01-03T07:30:00	3.6	989.4	80.4
2020-01-03T07:40:00	3.5	989.3	80.0
2020-01-03T07:50:00	3.5	989.3	79.3
2020-01-03T08:00:00	3.5	989.4	79.2
2020-01-03T08:10:00	3.5	989.3	79.5
2020-01-03T08:20:00	3.5	989.3	80.2
2020-01-03T08:30:00	3.5	989.3	79.6
2020-01-03T08:40:00	3.6	989.2	77.9
2020-01-03T08:50:00	3.5	989.2	78.0
2020-01-03T09:00:00	3.5	989.0	78.5
2020-01-03T09:10:00	3.6	988.9	77.9
2020-01-03T09:20:00	3.5	988.6	78.6
2020-01-03T09:30:00	3.4	988.6	78.4
2020-01-03T09:40:00	3.5	988.5	78.4
2020-01-03T09:50:00	3.4	988.4	78.7
2020-01-03T10:00:00	3.5	988.5	77.9
2020-01-03T10:10:00	3.4	988.3	78.5
2020-01-03T10:20:00	3.4	988.3	78.7
2020-01-03T10:30:00	3.4	988.2	79.3
2020-01-03T10:40:00	3.3	988.0	79.6
2020-01-03T10:50:00	3.3	987.9	79.7
2020-01-03T11:00:00	3.3	987.8	79.6
2020-01-03T11:10:00	3.2	987.8	80.0
2020-01-03T11:20:00	3.2	987.7	79.9
2020-01-03T11:30:00	3.3	987.0	79.5
2020-01-03T11:40:00	3.3	987.1	79.1
2020-01-03T11:50:00	3.3	986.5	79.5
2020-01-03T12:00:00	3.1	987.1	80.7
2020-01-03T12:10:00	3.2	986.6	80.3
2020-01-03T12:20:00	3.2	986.6	78.8
2020-01-03T12:30:00	3.2	986.3	79.1
2020-01-03T12:40:00	3.3	986.4	78.9
2020-01-03T12:50:00	3.2	986.2	80.0
2020-01-03T13:00:00	3.2	986.1	79.7
2020-01-03T13:10:00	3.3	986.4	79.6
2020-01-03T13:20:00	3.4	985.9	80.3
2020-01-03T13:30:00	3.2	985.9	82.3
2020-01-03T13:40:00	3.1	985.8	83.6
2020-01-03T13:50:00	3.1	986.0	84.5
2020-01-03T14:00:00	3.0	985.7	85.5
2020-01-03T14:10:00	3.0	985.6	85.8
2020-01-03T14:20:00	3.1	985.6	86.2
2020-01-03T14:30:00	3.3	985.4	85.4
2020-01-03T14:40:00	3.3	985.3	85.7
2020-01-03T14:50:00	3.4	985.0	86.5
2020-01-03T15:00:00	3.4	985.0	86.8
2020-01-03T15:10:00	3.4	984.8	87.0
2020-01-03T15:20:00	3.3	984.7	87.5
2020-01-03T15:30:00	3.4	984.2	87.6
2020-01-03T15:40:00	3.3	984.0	88.0
2020-01-03T15:50:00	3.3	984.2	88.2
2020-01-03T16:00:00	3.3	984.0	87.9
2020-01-03T16:10:00	3.4	983.8	87.6
2020-01-03T16:20:00	3.4	983.5	87.7
2020-01-03T16:30:00	3.5	983.6	88.1
2020-01-03T16:40:00	3.6	983.4	88.2
2020-01-03T16:50:00	3.7	983.3	88.0
2020-01-03T17:00:00	3.7	983.0	88.2
2020-01-03T17:10:00	3.8	982.7	88.5
2020-01-03T17:20:00	3.9	982.6	88.6
2020-01-03T17:30:00	4.0	982.4	88.5
2020-01-03T17:40:00	4.0	982.4	88.6
2020-01-03T17:50:00	4.2	982.4	88.3
2020-01-03T18:00:00	4.2	982.3	88.4
2020-01-03T18:10:00	4.2	982.2	88.5
2020-01-03T18:20:00	4.1	982.0	88.7
2020-01-03T18:30:00	4.2	982.1	88.3
2020-01-03T18:40:00	4.2	981.8	88.2
2020-01-03T18:50:00	4.3	981.8	87.9
2020-01-03T19:00:00	4.3	981.8	87.4
2020-01-03T19:10:00	4.3	981.6	87.9
2020-01-03T19:20:00	4.3	981.6	87.9
2020-01-03T19:30:00	4.3	981.4	87.9
2020-01-03T19:40:00	4.4	981.4	87.2
2020-01-03T19:50:00	4.4	981.6	86.5
2020-01-03T20:00:00	4.4	981.4	86.1
2020-01-03T20:10:00	4.4	981.4	85.1
2020-01-03T20:20:00	4.2	981.3	84.4
2020-01-03T20:30:00	4.2	981.1	84.3
2020-01-03T20:40:00	4.0	981.0	84.8
2020-01-03T20:50:00	4.0	981.1	85.4
2020-01-03T21:00:00	3.9	981.1	85.9
2020-01-03T21:10:00	3.9	981.1	86.2
2020-01-03T21:20:00	3.9	981.1	86.9
2020-01-03T21:30:00	3.9	981.1	86.6
2020-01-03T21:40:00	4.0	981.3	86.0
2020-01-03T21:50:00	4.0	981.1	85.0
2020-01-03T22:00:00	4.0	981.1	84.8
2020-01-03T22:10:00	3.9	981.0	84.9
2020-01-03T22:20:00	3.9	981.1	85.1
2020-01-03T22:30:00	3.8	981.0	84.8
2020-01-03T22:40:00	3.9	981.0	84.3
2020-01-03T22:50:00	3.7	981.2	85.4
2020-01-03T23:00:00	3.6	981.1	84.9
2020-01-03T23:10:00	3.6	981.0	84.2
2020-01-03T23:20:00	3.6	981.2	83.9
2020-01-03T23:30:00	3.6	981.4	80.5
2020-01-03T23:40:00	3.5	981.4	78.1
2020-01-03T23:50:00	3.1	981.7	77.4
2020-01-04T00:00:00	3.0	981.8	77.2
2020-01-04T00:10:00	2.8	981.7	77.7
2020-01-04T00:20:00	2.6	981.7	77.8
2020-01-04T00:30:00	2.5	981.7	76.4
2020-01-04T00:40:00	2.2	982.0	76.0
2020-01-04T00:50:00	1.9	982.2	76.7
2020-01-04T01:00:00	1.9	982.3	76.7
2020-01-04T01:10:00	1.8	982.3	76.7
2020-01-04T01:20:00	1.5	982.4	78.2
2020-01-04T01:30:00	1.5	982.5	77.4
2020-01-04T01:40:00	1.3	982.3	78.4
2020-01-04T01:50:00	1.2	982.3	77.0
2020-01-04T02:00:00	1.0	982.2	76.6
2020-01-04T02:10:00	0.9	981.9	75.7
2020-01-04T02:20:00	0.8	981.9	75.9
2020-01-04T02:30:00	0.6	981.8	75.8
2020-01-04T02:40:00	0.4	981.8	76.3
2020-01-04T02:50:00	0.3	981.8	75.9
2020-01-04T03:00:00	0.4	981.4	74.3
2020-01-04T03:10:00	0.4	981.3	73.4
2020-01-04T03:20:00	0.4	981.0	73.1
2020-01-04T03:30:00	0.2	980.9	73.7
2020-01-04T03:40:00	0.0	980.7	74.8
2020-01-04T03:50:00	0.0	980.5	74.2
2020-01-04T04:00:00	0.2	980.3	74.4
2020-01-04T04:10:00	0.3	980.2	76.8
2020-01-04T04:20:00	0.4	980.1	77.9
2020-01-04T04:30:00	0.6	980.2	77.2
2020-01-04T04:40:00	0.4	980.1	82.0
2020-01-04T04:50:00	0.3	979.8	82.1
2020-01-04T05:00:00	0.5	979.8	80.2
2020-01-04T05:10:00	0.8	979.4	78.6
2020-01-04T05:20:00	1.0	979.4	77.9
2020-01-04T05:30:00	1.0	979.3	78.6
2020-01-04T05:40:00	1.1	979.1	79.5
2020-01-04T05:50:00	1.1	979.1	80.0
2020-01-04T06:00:00	1.0	979.1	83.1
2020-01-04T06:10:00	0.7	979.0	85.8
2020-01-04T06:20:00	0.5	979.0	87.8
2020-01-04T06:30:00	0.6	979.0	88.1
2020-01-04T06:40:00	0.6	979.0	88.1
2020-01-04T06:50:00	0.9	978.9	87.0
2020-01-04T07:00:00	1.0	978.8	86.8
2020-01-04T07:10:00	1.1	978.9	86.1
2020-01-04T07:20:00	1.2	979.0	86.1
2020-01-04T07:30:00	1.1	979.0	86.2
2020-01-04T07:40:00	1.2	978.9	85.9
2020-01-04T07:50:00	1.2	978.6	85.8
2020-01-04T08:00:00	1.2	978.7	85.0
2020-01-04T08:10:00	1.2	978.5	84.7
2020-01-04T08:20:00	1.4	978.6	83.6
2020-01-04T08:30:00	1.4	978.5	82.9
2020-01-04T08:40:00	1.4	978.4	82.4
2020-01-04T08:50:00	1.4	978.2	82.3
2020-01-04T09:00:00	1.4	978.2	82.1
2020-01-04T09:10:00	1.3	978.2	82.9
2020-01-04T09:20:00	1.3	978.1	82.8
2020-01-04T09:30:00	1.3	978.0	81.6
2020-01-04T09:40:00	1.2	977.9	81.4
2020-01-04T09:50:00	1.1	977.7	81.7
2020-01-04T10:00:00	1.0	977.5	82.2
2020-01-04T10:10:00	1.0	977.6	82.1
2020-01-04T10:20:00	1.0	977.6	82.8
2020-01-04T10:30:00	1.0	977.5	82.6
2020-01-04T10:40:00	0.9	977.4	82.3
2020-01-04T10:50:00	0.9	977.3	82.5
2020-01-04T11:00:00	0.9	977.3	82.5
2020-01-04T11:10:00	0.9	977.1	82.0
2020-01-04T11:20:00	1.0	976.9	81.2
2020-01-04T11:30:00	1.0	976.9	81.6
2020-01-04T11:40:00	1.1	976.9	81.0
2020-01-04T11:50:00	1.1	976.9	81.0
2020-01-04T12:00:00	1.1	976.7	81.1
2020-01-04T12:10:00	1.1	976.7	81.2
2020-01-04T12:20:00	1.2	976.9	80.6
2020-01-04T12:30:00	1.3	976.9	80.1
2020-01-04T12:40:00	1.3	977.0	80.8
2020-01-04T12:50:00	1.3	976.9	80.5
2020-01-04T13:00:00	1.3	976.9	80.0
2020-01-04T13:10:00	1.4	977.0	79.4
2020-01-04T13:20:00	1.4	977.0	79.7
2020-01-04T13:30:00	1.3	977.0	79.3
2020-01-04T13:40:00	1.4	976.9	79.2
2020-01-04T13:50:00	1.4	976.9	78.5
2020-01-04T14:00:00	1.4	977.0	77.6
2020-01-04T14:10:00	1.3	977.0	77.6
2020-01-04T14:20:00	1.3	977.0	77.6
2020-01-04T14:30:00	1.3	977.0	78.5
2020-01-04T14:40:00	1.2	976.9	77.9
2020-01-04T14:50:00	1.3	977.0	77.5
2020-01-04T15:00:00	1.2	977.1	77.5
2020-01-04T15:10:00	1.2	977.1	77.6
2020-01-04T15:20:00	1.2	977.2	77.3
2020-01-04T15:30:00	1.3	977.3	76.9
2020-01-04T15:40:00	1.4	977.4	76.3
2020-01-04T15:50:00	1.2	977.5	78.5
2020-01-04T16:00:00	1.0	977.7	80.9
2020-01-04T16:10:00	1.0	977.7	81.1
2020-01-04T16:20:00	0.9	977.7	82.2
2020-01-04T16:30:00	0.9	977.8	82.8
2020-01-04T16:40:00	0.9	977.8	82.9
2020-01-04T16:50:00	0.9	978.0	82.9
2020-01-04T17:00:00	0.9	978.2	81.9
2020-01-04T17:10:00	1.0	978.2	80.5
2020-01-04T17:20:00	1.3	978.3	76.7
2020-01-04T17:30:00	1.3	978.6	75.1
2020-01-04T17:40:00	1.3	978.7	74.4
2020-01-04T17:50:00	1.2	979.0	75.2
2020-01-04T18:00:00	1.0	979.4	76.1
2020-01-04T18:10:00	0.9	979.7	76.4
2020-01-04T18:20:00	0.8	979.8	76.3
2020-01-04T18:30:00	0.7	980.2	76.8
2020-01-04T18:40:00	0.5	980.5	77.2
2020-01-04T18:50:00	0.5	980.9	77.2
2020-01-04T19:00:00	0.4	981.0	77.7
2020-01-04T19:10:00	0.4	981.3	77.5
2020-01-04T19:20:00	0.4	981.5	76.6
2020-01-04T19:30:00	0.4	981.8	76.9
2020-01-04T19:40:00	0.0	982.1	81.2
2020-01-04T19:50:00	-0.1	982.3	83.3
2020-01-04T20:00:00	0.0	982.6	80.8
2020-01-04T20:10:00	0.0	982.9	79.9
2020-01-04T20:20:00	-0.1	983.0	80.3
